9.561100234724071445e-01,5.479452054794520244e-01
7.968975958758837130e-01,6.849315069513778331e-01
1.220174868901570564e+00,4.444444444444444198e-01
8.994081152809990654e-01,5.138888888888888395e-01
9.448514382044473914e-01,5.972222222222222099e-01
8.394118150075277063e-01,6.527777777777777901e-01
8.359014325671725310e-01,6.250000000000000000e-01
8.238050275378756560e-01,5.694444444444444198e-01
8.353349897596571427e-01,6.388888888888888395e-01
8.886987103356255302e-01,5.694444444444444198e-01
9.040594016943165334e-01,5.843987823541940685e-01
